date,district,enrol_total,age_0_5,age_5_17,age_18_greater,enrol_minor_ratio,enrol_adult_ratio
2025-01-13,Namakkal,4604,548,1123,2933,0.3629,0.6371
2025-01-20,Namakkal,4571,547,1124,2900,0.3656,0.6344
2025-01-27,Namakkal,4546,546,1126,2874,0.3678,0.6322
2025-02-03,Namakkal,4536,543,1130,2863,0.3688,0.6312
2025-02-10,Namakkal,4518,538,1129,2851,0.369,0.631
2025-02-17,Namakkal,4520,534,1130,2856,0.3681,0.6319
2025-02-24,Namakkal,4541,530,1132,2879,0.366,0.634
2025-03-03,Namakkal,4529,521,1124,2884,0.3632,0.6368
2025-03-10,Namakkal,4526,512,1115,2899,0.3595,0.6405
2025-03-17,Namakkal,4557,507,1113,2937,0.3555,0.6445
2025-03-24,Namakkal,4569,500,1106,2963,0.3515,0.6485
2025-03-31,Namakkal,4588,494,1101,2993,0.3476,0.6524
2025-04-07,Namakkal,4553,483,1085,2985,0.3444,0.6556
2025-04-14,Namakkal,4534,476,1074,2984,0.3419,0.6581
2025-04-21,Namakkal,4519,471,1067,2981,0.3403,0.6597
2025-04-28,Namakkal,4470,465,1055,2950,0.34,0.66
2025-05-05,Namakkal,4437,462,1050,2925,0.3408,0.6592
2025-05-12,Namakkal,4380,459,1042,2879,0.3427,0.6573
2025-05-19,Namakkal,4394,465,1053,2876,0.3455,0.6545
2025-05-26,Namakkal,4452,478,1076,2898,0.3491,0.6509
2025-06-02,Namakkal,4493,490,1096,2907,0.353,0.647
2025-06-09,Namakkal,4522,501,1112,2909,0.3567,0.6433
2025-06-16,Namakkal,4562,515,1130,2917,0.3606,0.6394
2025-06-23,Namakkal,4580,525,1141,2914,0.3638,0.6362
2024-01-01,Nagapattinam,4225,495,1052,2678,0.3662,0.6338
2024-01-08,Nagapattinam,4260,505,1055,2700,0.3662,0.6338
2024-01-15,Nagapattinam,4260,509,1047,2704,0.3653,0.6347
2024-01-22,Nagapattinam,4260,511,1038,2711,0.3636,0.6364
2024-01-29,Nagapattinam,4213,505,1018,2690,0.3615,0.6385
2024-02-05,Nagapattinam,4189,501,1003,2685,0.359,0.641
2024-02-12,Nagapattinam,4164,494,990,2680,0.3564,0.6436
2024-02-19,Nagapattinam,4171,490,987,2694,0.3541,0.6459
2024-02-26,Nagapattinam,4208,488,993,2727,0.3519,0.6481
2024-03-04,Nagapattinam,4221,482,997,2742,0.3504,0.6496
2024-03-11,Nagapattinam,4223,474,1001,2748,0.3493,0.6507
2024-03-18,Nagapattinam,4227,466,1007,2754,0.3485,0.6515
2024-03-25,Nagapattinam,4235,459,1017,2759,0.3485,0.6515
2024-04-01,Nagapattinam,4231,452,1025,2754,0.3491,0.6509
2024-04-08,Nagapattinam,4230,446,1034,2750,0.3499,0.6501
2024-04-15,Nagapattinam,4223,442,1041,2740,0.3512,0.6488
2024-04-22,Nagapattinam,4182,435,1038,2709,0.3522,0.6478
2024-04-29,Nagapattinam,4136,430,1032,2674,0.3535,0.6465
2024-05-06,Nagapattinam,4119,430,1030,2659,0.3545,0.6455
2024-05-13,Nagapattinam,4106,432,1026,2648,0.3551,0.6449
2024-05-20,Nagapattinam,4127,440,1028,2659,0.3557,0.6443
2024-05-27,Nagapattinam,4138,447,1025,2666,0.3557,0.6443
2024-06-03,Nagapattinam,4197,461,1032,2704,0.3557,0.6443
2024-06-10,Nagapattinam,4262,476,1039,2747,0.3555,0.6445
2024-06-17,Nagapattinam,4332,493,1046,2793,0.3553,0.6447
2024-06-24,Nagapattinam,4354,503,1043,2808,0.3551,0.6449
2024-07-01,Nagapattinam,4367,512,1038,2817,0.3549,0.6451
2024-07-08,Nagapattinam,4384,519,1037,2828,0.3549,0.6451
2024-07-15,Nagapattinam,4348,519,1026,2803,0.3553,0.6447
2024-07-22,Nagapattinam,4298,515,1015,2768,0.356,0.644
2024-07-29,Nagapattinam,4291,515,1017,2759,0.357,0.643
2024-08-05,Nagapattinam,4277,511,1019,2747,0.3577,0.6423
2024-08-12,Nagapattinam,4228,502,1015,2711,0.3588,0.6412
2024-08-19,Nagapattinam,4222,496,1023,2703,0.3598,0.6402
2024-08-26,Nagapattinam,4225,490,1033,2702,0.3605,0.6395
2024-09-02,Nagapattinam,4234,483,1044,2707,0.3607,0.6393
2024-09-09,Nagapattinam,4284,481,1063,2740,0.3604,0.6396
2024-09-16,Nagapattinam,4280,472,1067,2741,0.3596,0.6404
2024-09-23,Nagapattinam,4258,462,1064,2732,0.3584,0.6416
2024-09-30,Nagapattinam,4224,451,1055,2718,0.3565,0.6435
2024-10-07,Nagapattinam,4253,449,1059,2745,0.3546,0.6454
2024-10-14,Nagapattinam,4254,445,1054,2755,0.3524,0.6476
2024-10-21,Nagapattinam,4227,440,1039,2748,0.3499,0.6501
2024-10-28,Nagapattinam,4238,441,1033,2764,0.3478,0.6522
2024-11-04,Nagapattinam,4249,444,1026,2779,0.346,0.654
2024-11-11,Nagapattinam,4235,446,1014,2775,0.3447,0.6553
2024-11-18,Nagapattinam,4273,455,1016,2802,0.3443,0.6557
2024-11-25,Nagapattinam,4307,466,1019,2822,0.3448,0.6552
2024-12-02,Nagapattinam,4320,475,1020,2825,0.3461,0.6539
2024-12-09,Nagapattinam,4336,485,1024,2827,0.348,0.652
2024-12-16,Nagapattinam,4372,497,1036,2839,0.3506,0.6494
2024-12-23,Nagapattinam,4417,510,1053,2854,0.3539,0.6461
2024-12-30,Nagapattinam,4405,516,1058,2831,0.3573,0.6427
2025-01-06,Nagapattinam,4395,521,1065,2809,0.3609,0.6391
2025-01-13,Nagapattinam,4408,526,1078,2804,0.3639,0.6361
2025-01-20,Nagapattinam,4366,524,1076,2766,0.3665,0.6335
2025-01-27,Nagapattinam,4323,519,1073,2731,0.3683,0.6317
2025-02-03,Nagapattinam,4302,514,1073,2715,0.3689,0.6311
2025-02-10,Nagapattinam,4305,511,1076,2718,0.3686,0.6314
2025-02-17,Nagapattinam,4300,505,1074,2721,0.3672,0.6328
2025-02-24,Nagapattinam,4300,498,1071,2731,0.3649,0.6351
2025-03-03,Nagapattinam,4337,495,1074,2768,0.3618,0.6382
2025-03-10,Nagapattinam,4320,485,1062,2773,0.3581,0.6419
2025-03-17,Nagapattinam,4336,478,1057,2801,0.354,0.646
2025-03-24,Nagapattinam,4334,470,1047,2817,0.35,0.65
2025-03-31,Nagapattinam,4357,466,1043,2848,0.3463,0.6537
2025-04-07,Nagapattinam,4347,459,1034,2854,0.3435,0.6565
2025-04-14,Nagapattinam,4295,449,1016,2830,0.3411,0.6589
2025-04-21,Nagapattinam,4313,449,1018,2846,0.3401,0.6599
2025-04-28,Nagapattinam,4274,445,1009,2820,0.3402,0.6598
2025-05-05,Nagapattinam,4262,445,1010,2807,0.3414,0.6586
2025-05-12,Nagapattinam,4225,445,1007,2773,0.3437,0.6563
2025-05-19,Nagapattinam,4268,455,1025,2788,0.3468,0.6532
2025-05-26,Nagapattinam,4277,462,1036,2779,0.3502,0.6498
2025-06-02,Nagapattinam,4316,474,1055,2787,0.3543,0.6457
2025-06-09,Nagapattinam,4349,486,1072,2791,0.3582,0.6418
2025-06-16,Nagapattinam,4388,499,1089,2800,0.3619,0.6381
2025-06-23,Nagapattinam,4415,510,1101,2804,0.3649,0.6351
2024-01-01,Sivaganga,4186,493,1041,2652,0.3665,0.6335
2024-01-08,Sivaganga,4175,497,1032,2646,0.3662,0.6338
2024-01-15,Sivaganga,4191,502,1028,2661,0.3651,0.6349
2024-01-22,Sivaganga,4127,495,1003,2629,0.363,0.637
2024-01-29,Sivaganga,4100,491,988,2621,0.3607,0.6393
2024-02-05,Sivaganga,4095,488,979,2628,0.3582,0.6418
2024-02-12,Sivaganga,4124,487,979,2658,0.3555,0.6445
2024-02-19,Sivaganga,4089,477,967,2645,0.3531,0.6469
2024-02-26,Sivaganga,4136,476,976,2684,0.3511,0.6489
2024-03-04,Sivaganga,4125,467,975,2683,0.3496,0.6504
2024-03-11,Sivaganga,4118,458,977,2683,0.3485,0.6515
2024-03-18,Sivaganga,4163,455,994,2714,0.3481,0.6519
2024-03-25,Sivaganga,4192,451,1009,2732,0.3483,0.6517
2024-04-01,Sivaganga,4184,444,1016,2724,0.3489,0.6511
2024-04-08,Sivaganga,4149,436,1017,2696,0.3502,0.6498
2024-04-15,Sivaganga,4165,434,1029,2702,0.3513,0.6487
2024-04-22,Sivaganga,4172,434,1037,2701,0.3526,0.6474
2024-04-29,Sivaganga,4099,427,1023,2649,0.3537,0.6463
2024-05-06,Sivaganga,4084,428,1021,2635,0.3548,0.6452
2024-05-13,Sivaganga,4087,433,1020,2634,0.3555,0.6445
2024-05-20,Sivaganga,4112,441,1023,2648,0.356,0.644
2024-05-27,Sivaganga,4145,452,1025,2668,0.3563,0.6437
2024-06-03,Sivaganga,4170,462,1023,2685,0.3561,0.6439
2024-06-10,Sivaganga,4221,476,1026,2719,0.3558,0.6442
2024-06-17,Sivaganga,4236,485,1021,2730,0.3555,0.6445
2024-06-24,Sivaganga,4264,496,1019,2749,0.3553,0.6447
2024-07-01,Sivaganga,4291,506,1019,2766,0.3554,0.6446
2024-07-08,Sivaganga,4261,507,1007,2747,0.3553,0.6447
2024-07-15,Sivaganga,4254,509,1004,2741,0.3557,0.6443
2024-07-22,Sivaganga,4218,506,997,2715,0.3563,0.6437
2024-07-29,Sivaganga,4186,502,993,2691,0.3571,0.6429
2024-08-05,Sivaganga,4162,496,994,2672,0.358,0.642
2024-08-12,Sivaganga,4155,491,1000,2664,0.3588,0.6412
2024-08-19,Sivaganga,4168,487,1012,2669,0.3596,0.6404
2024-08-26,Sivaganga,4157,478,1019,2660,0.3601,0.6399
2024-09-02,Sivaganga,4173,472,1031,2670,0.3602,0.6398
2024-09-09,Sivaganga,4198,467,1044,2687,0.3599,0.6401
2024-09-16,Sivaganga,4209,460,1051,2698,0.359,0.641
2024-09-23,Sivaganga,4207,453,1052,2702,0.3577,0.6423
2024-09-30,Sivaganga,4213,447,1052,2714,0.3558,0.6442
2024-10-07,Sivaganga,4202,441,1045,2716,0.3536,0.6464
2024-10-14,Sivaganga,4158,434,1028,2696,0.3516,0.6484
2024-10-21,Sivaganga,4114,428,1009,2677,0.3493,0.6507
2024-10-28,Sivaganga,4072,424,990,2658,0.3472,0.6528
2024-11-04,Sivaganga,4097,429,987,2681,0.3456,0.6544
2024-11-11,Sivaganga,4054,429,969,2656,0.3448,0.6552
2024-11-18,Sivaganga,4091,439,971,2681,0.3447,0.6553
2024-11-25,Sivaganga,4096,446,968,2682,0.3452,0.6548
2024-12-02,Sivaganga,4153,460,980,2713,0.3467,0.6533
2024-12-09,Sivaganga,4160,469,983,2708,0.349,0.651
2024-12-16,Sivaganga,4185,480,993,2712,0.352,0.648
2024-12-23,Sivaganga,4238,493,1012,2733,0.3551,0.6449
2024-12-30,Sivaganga,4245,500,1022,2723,0.3585,0.6415
2025-01-06,Sivaganga,4266,508,1036,2722,0.3619,0.6381
2025-01-13,Sivaganga,4255,509,1043,2703,0.3647,0.6353
2025-01-20,Sivaganga,4219,506,1042,2671,0.3669,0.6331
2025-01-27,Sivaganga,4196,503,1043,2650,0.3684,0.6316
2025-02-03,Sivaganga,4176,498,1042,2636,0.3688,0.6312
2025-02-10,Sivaganga,4176,493,1044,2639,0.3681,0.6319
2025-02-17,Sivaganga,4153,485,1037,2631,0.3665,0.6335
2025-02-24,Sivaganga,4166,479,1036,2651,0.3637,0.6363
2025-03-03,Sivaganga,4215,477,1042,2696,0.3604,0.6396
2025-03-10,Sivaganga,4233,471,1038,2724,0.3565,0.6435
2025-03-17,Sivaganga,4238,464,1030,2744,0.3525,0.6475
2025-03-24,Sivaganga,4270,460,1029,2781,0.3487,0.6513
2025-03-31,Sivaganga,4269,453,1020,2796,0.345,0.655
2025-04-07,Sivaganga,4281,450,1016,2815,0.3424,0.6576
2025-04-14,Sivaganga,4250,443,1005,2802,0.3407,0.6593
2025-04-21,Sivaganga,4196,436,990,2770,0.3398,0.6602
2025-04-28,Sivaganga,4135,431,977,2727,0.3405,0.6595
2025-05-05,Sivaganga,4142,434,983,2725,0.3421,0.6579
2025-05-12,Sivaganga,4161,440,994,2727,0.3446,0.6554
2025-05-19,Sivaganga,4151,445,999,2707,0.3479,0.6521
2025-05-26,Sivaganga,4171,454,1013,2704,0.3517,0.6483
2025-06-02,Sivaganga,4236,469,1038,2729,0.3558,0.6442
2025-06-09,Sivaganga,4258,480,1052,2726,0.3598,0.6402
2025-06-16,Sivaganga,4284,491,1065,2728,0.3632,0.6368
2025-06-23,Sivaganga,4322,503,1079,2740,0.366,0.634
2024-01-01,Virudhunagar,4493,532,1116,2845,0.3668,0.6332
2024-01-08,Virudhunagar,4496,537,1109,2850,0.3661,0.6339
2024-01-15,Virudhunagar,4471,536,1094,2841,0.3646,0.6354
2024-01-22,Virudhunagar,4429,531,1074,2824,0.3624,0.6376
2024-01-29,Virudhunagar,4414,528,1061,2825,0.36,0.64
2024-02-05,Virudhunagar,4403,523,1050,2830,0.3573,0.6427
2024-02-12,Virudhunagar,4399,517,1043,2839,0.3546,0.6454
2024-02-19,Virudhunagar,4386,509,1036,2841,0.3523,0.6477
2024-02-26,Virudhunagar,4415,504,1042,2869,0.3502,0.6498
2024-03-04,Virudhunagar,4432,498,1048,2886,0.3488,0.6512
2024-03-11,Virudhunagar,4498,496,1069,2933,0.3479,0.6521
2024-03-18,Virudhunagar,4487,487,1074,2926,0.3479,0.6521
2024-03-25,Virudhunagar,4509,482,1088,2939,0.3482,0.6518
2024-04-01,Virudhunagar,4480,473,1091,2916,0.3491,0.6509
2024-04-08,Virudhunagar,4465,467,1097,2901,0.3503,0.6497
2024-04-15,Virudhunagar,4431,461,1097,2873,0.3516,0.6484
2024-04-22,Virudhunagar,4395,457,1094,2844,0.3529,0.6471
2024-04-29,Virudhunagar,4350,454,1087,2809,0.3543,0.6457
2024-05-06,Virudhunagar,4312,454,1078,2780,0.3553,0.6447
2024-05-13,Virudhunagar,4345,463,1084,2798,0.356,0.644
2024-05-20,Virudhunagar,4393,475,1091,2827,0.3565,0.6435
2024-05-27,Virudhunagar,4405,484,1087,2834,0.3566,0.6434
2024-06-03,Virudhunagar,4441,496,1087,2858,0.3565,0.6435
2024-06-10,Virudhunagar,4490,510,1089,2891,0.3561,0.6439
2024-06-17,Virudhunagar,4522,522,1087,2913,0.3558,0.6442
2024-06-24,Virudhunagar,4544,532,1084,2928,0.3556,0.6444
2024-07-01,Virudhunagar,4565,541,1082,2942,0.3555,0.6445
2024-07-08,Virudhunagar,4535,541,1071,2923,0.3555,0.6445
2024-07-15,Virudhunagar,4521,542,1067,2912,0.3559,0.6441
2024-07-22,Virudhunagar,4488,538,1062,2888,0.3565,0.6435
2024-07-29,Virudhunagar,4482,536,1065,2881,0.3572,0.6428
2024-08-05,Virudhunagar,4458,529,1067,2862,0.358,0.642
2024-08-12,Virudhunagar,4479,526,1081,2872,0.3588,0.6412
2024-08-19,Virudhunagar,4464,518,1087,2859,0.3595,0.6405
2024-08-26,Virudhunagar,4493,513,1104,2876,0.3599,0.6401
2024-09-02,Virudhunagar,4530,509,1121,2900,0.3598,0.6402
2024-09-09,Virudhunagar,4539,501,1130,2908,0.3593,0.6407
2024-09-16,Virudhunagar,4523,491,1130,2902,0.3584,0.6416
2024-09-23,Virudhunagar,4508,482,1127,2899,0.3569,0.6431
2024-09-30,Virudhunagar,4493,474,1121,2898,0.355,0.645
2024-10-07,Virudhunagar,4473,468,1111,2894,0.353,0.647
2024-10-14,Virudhunagar,4470,465,1103,2902,0.3508,0.6492
2024-10-21,Virudhunagar,4415,459,1080,2876,0.3486,0.6514
2024-10-28,Virudhunagar,4397,459,1066,2872,0.3468,0.6532
2024-11-04,Virudhunagar,4402,463,1058,2881,0.3455,0.6545
2024-11-11,Virudhunagar,4423,471,1055,2897,0.345,0.655
2024-11-18,Virudhunagar,4474,483,1061,2930,0.3451,0.6549
2024-11-25,Virudhunagar,4499,494,1063,2942,0.3461,0.6539
2024-12-02,Virudhunagar,4563,510,1077,2976,0.3478,0.6522
2024-12-09,Virudhunagar,4643,528,1098,3017,0.3502,0.6498
2024-12-16,Virudhunagar,4649,537,1105,3007,0.3532,0.6468
2024-12-23,Virudhunagar,4627,542,1107,2978,0.3564,0.6436
2024-12-30,Virudhunagar,4595,544,1109,2942,0.3597,0.6403
2025-01-06,Virudhunagar,4588,548,1117,2923,0.3629,0.6371
2025-01-13,Virudhunagar,4584,550,1126,2908,0.3656,0.6344
2025-01-20,Virudhunagar,4565,548,1130,2887,0.3676,0.6324
2025-01-27,Virudhunagar,4544,543,1131,2870,0.3684,0.6316
2025-02-03,Virudhunagar,4531,538,1132,2861,0.3686,0.6314
2025-02-10,Virudhunagar,4539,533,1135,2871,0.3675,0.6325
2025-02-17,Virudhunagar,4526,525,1129,2872,0.3654,0.6346
2025-02-24,Virudhunagar,4576,522,1137,2917,0.3625,0.6375
2025-03-03,Virudhunagar,4605,517,1136,2952,0.359,0.641
2025-03-10,Virudhunagar,4625,510,1132,2983,0.355,0.645
2025-03-17,Virudhunagar,4646,504,1127,3015,0.3511,0.6489
2025-03-24,Virudhunagar,4684,501,1126,3057,0.3474,0.6526
2025-03-31,Virudhunagar,4677,494,1115,3068,0.344,0.656
2025-04-07,Virudhunagar,4611,482,1093,3036,0.3416,0.6584
2025-04-14,Virudhunagar,4543,473,1073,2997,0.3403,0.6597
2025-04-21,Virudhunagar,4473,465,1056,2952,0.34,0.66
2025-04-28,Virudhunagar,4404,460,1042,2902,0.3411,0.6589
2025-05-05,Virudhunagar,4438,467,1055,2916,0.3429,0.6571
2025-05-12,Virudhunagar,4483,477,1073,2933,0.3458,0.6542
2025-05-19,Virudhunagar,4483,484,1082,2917,0.3493,0.6507
2025-05-26,Virudhunagar,4533,498,1104,2931,0.3534,0.6466
2025-06-02,Virudhunagar,4608,515,1132,2961,0.3574,0.6426
2025-06-09,Virudhunagar,4670,531,1156,2983,0.3612,0.6388
2025-06-16,Virudhunagar,4676,540,1164,2972,0.3644,0.6356
2025-06-23,Virudhunagar,4721,553,1179,2989,0.3669,0.6331
2024-01-01,Ramanathapuram,4090,486,1014,2590,0.3667,0.6333
2024-01-08,Ramanathapuram,4110,492,1012,2606,0.3659,0.6341
2024-01-15,Ramanathapuram,4073,489,994,2590,0.3641,0.6359
2024-01-22,Ramanathapuram,4039,484,977,2578,0.3617,0.6383
2024-01-29,Ramanathapuram,4019,479,964,2576,0.359,0.641
2024-02-05,Ramanathapuram,4012,474,955,2583,0.3562,0.6438
2024-02-12,Ramanathapuram,4009,468,949,2592,0.3535,0.6465
2024-02-19,Ramanathapuram,4030,464,951,2615,0.3511,0.6489
2024-02-26,Ramanathapuram,4069,461,961,2647,0.3495,0.6505
2024-03-04,Ramanathapuram,4084,455,967,2662,0.3482,0.6518
2024-03-11,Ramanathapuram,4095,448,975,2672,0.3475,0.6525
2024-03-18,Ramanathapuram,4095,441,982,2672,0.3475,0.6525
2024-03-25,Ramanathapuram,4084,434,988,2662,0.3482,0.6518
2024-04-01,Ramanathapuram,4084,429,997,2658,0.3492,0.6508
2024-04-08,Ramanathapuram,4062,424,1000,2638,0.3506,0.6494
2024-04-15,Ramanathapuram,4010,417,994,2599,0.3519,0.6481
2024-04-22,Ramanathapuram,4029,420,1004,2605,0.3534,0.6466
2024-04-29,Ramanathapuram,4030,422,1007,2601,0.3546,0.6454
2024-05-06,Ramanathapuram,4057,429,1014,2614,0.3557,0.6443
2024-05-13,Ramanathapuram,4059,435,1012,2612,0.3565,0.6435
2024-05-20,Ramanathapuram,4123,449,1022,2652,0.3568,0.6432
2024-05-27,Ramanathapuram,4115,456,1013,2646,0.357,0.643
2024-06-03,Ramanathapuram,4155,468,1014,2673,0.3567,0.6433
2024-06-10,Ramanathapuram,4166,477,1008,2681,0.3565,0.6435
2024-06-17,Ramanathapuram,4186,487,1004,2695,0.3562,0.6438
2024-06-24,Ramanathapuram,4194,494,998,2702,0.3557,0.6443
2024-07-01,Ramanathapuram,4195,499,993,2703,0.3557,0.6443
2024-07-08,Ramanathapuram,4197,502,991,2704,0.3557,0.6443
2024-07-15,Ramanathapuram,4145,497,979,2669,0.3561,0.6439
2024-07-22,Ramanathapuram,4123,494,976,2653,0.3565,0.6435
2024-07-29,Ramanathapuram,4134,493,984,2657,0.3573,0.6427
2024-08-05,Ramanathapuram,4117,487,987,2643,0.358,0.642
2024-08-12,Ramanathapuram,4103,479,993,2631,0.3588,0.6412
2024-08-19,Ramanathapuram,4130,475,1008,2647,0.3591,0.6409
2024-08-26,Ramanathapuram,4098,464,1009,2625,0.3594,0.6406
2024-09-02,Ramanathapuram,4106,457,1018,2631,0.3592,0.6408
2024-09-09,Ramanathapuram,4075,446,1016,2613,0.3588,0.6412
2024-09-16,Ramanathapuram,4147,447,1036,2664,0.3576,0.6424
2024-09-23,Ramanathapuram,4085,434,1021,2630,0.3562,0.6438
2024-09-30,Ramanathapuram,4072,428,1015,2629,0.3544,0.6456
2024-10-07,Ramanathapuram,4031,420,1000,2611,0.3523,0.6477
2024-10-14,Ramanathapuram,4013,417,988,2608,0.3501,0.6499
2024-10-21,Ramanathapuram,3994,416,975,2603,0.3483,0.6517
2024-10-28,Ramanathapuram,4003,419,968,2616,0.3465,0.6535
2024-11-04,Ramanathapuram,4052,429,972,2651,0.3458,0.6542
2024-11-11,Ramanathapuram,4095,439,975,2681,0.3453,0.6547
2024-11-18,Ramanathapuram,4108,447,973,2688,0.3457,0.6543
2024-11-25,Ramanathapuram,4193,464,990,2739,0.3468,0.6532
2024-12-02,Ramanathapuram,4189,472,989,2728,0.3488,0.6512
2024-12-09,Ramanathapuram,4214,483,998,2733,0.3514,0.6486
2024-12-16,Ramanathapuram,4223,491,1005,2727,0.3543,0.6457
2024-12-23,Ramanathapuram,4195,494,1006,2695,0.3576,0.6424
2024-12-30,Ramanathapuram,4201,500,1016,2685,0.3609,0.6391
2025-01-06,Ramanathapuram,4183,501,1021,2661,0.3639,0.6361
2025-01-13,Ramanathapuram,4167,500,1026,2641,0.3662,0.6338
2025-01-20,Ramanathapuram,4163,499,1032,2632,0.3678,0.6322
2025-01-27,Ramanathapuram,4154,495,1035,2624,0.3683,0.6317
2025-02-03,Ramanathapuram,4153,491,1038,2624,0.3682,0.6318
2025-02-10,Ramanathapuram,4170,487,1042,2641,0.3667,0.6333
2025-02-17,Ramanathapuram,4176,481,1041,2654,0.3645,0.6355
2025-02-24,Ramanathapuram,4195,475,1040,2680,0.3611,0.6389
2025-03-03,Ramanathapuram,4185,466,1030,2689,0.3575,0.6425
2025-03-10,Ramanathapuram,4183,458,1021,2704,0.3536,0.6464
2025-03-17,Ramanathapuram,4199,452,1016,2731,0.3496,0.6504
2025-03-24,Ramanathapuram,4190,445,1005,2740,0.3461,0.6539
2025-03-31,Ramanathapuram,4127,434,982,2711,0.3431,0.6569
2025-04-07,Ramanathapuram,4105,428,972,2705,0.341,0.659
2025-04-14,Ramanathapuram,4075,424,962,2689,0.3401,0.6599
2025-04-21,Ramanathapuram,4054,422,957,2675,0.3402,0.6598
2025-04-28,Ramanathapuram,4037,423,956,2658,0.3416,0.6584
2025-05-05,Ramanathapuram,4082,432,972,2678,0.3439,0.6561
2025-05-12,Ramanathapuram,4092,439,981,2672,0.347,0.653
2025-05-19,Ramanathapuram,4158,453,1006,2699,0.3509,0.6491
2025-05-26,Ramanathapuram,4205,466,1026,2713,0.3548,0.6452
2025-06-02,Ramanathapuram,4248,479,1046,2723,0.359,0.641
2025-06-09,Ramanathapuram,4286,491,1063,2732,0.3626,0.6374
2025-06-16,Ramanathapuram,4281,498,1067,2716,0.3656,0.6344
2025-06-23,Ramanathapuram,4290,505,1072,2713,0.3676,0.6324
2024-01-01,Pudukkottai,4223,473,1056,2694,0.3621,0.6379
2024-01-08,Pudukkottai,4247,484,1060,2703,0.3636,0.6364
2024-01-15,Pudukkottai,4300,498,1069,2733,0.3644,0.6356
2024-01-22,Pudukkottai,4286,503,1059,2724,0.3644,0.6356
2024-01-29,Pudukkottai,4295,509,1053,2733,0.3637,0.6363
2024-02-05,Pudukkottai,4301,514,1045,2742,0.3625,0.6375
2024-02-12,Pudukkottai,4297,515,1035,2747,0.3607,0.6393
2024-02-19,Pudukkottai,4283,514,1023,2746,0.3589,0.6411
2024-02-26,Pudukkottai,4218,504,1001,2713,0.3568,0.6432
2024-03-04,Pudukkottai,4221,500,998,2723,0.3549,0.6451
2024-03-11,Pudukkottai,4189,491,989,2709,0.3533,0.6467
2024-03-18,Pudukkottai,4193,485,991,2717,0.352,0.648
2024-03-25,Pudukkottai,4202,479,997,2726,0.3513,0.6487
2024-04-01,Pudukkottai,4218,472,1008,2738,0.3509,0.6491
2024-04-08,Pudukkottai,4232,466,1019,2747,0.3509,0.6491
2024-04-15,Pudukkottai,4273,463,1038,2772,0.3513,0.6487
2024-04-22,Pudukkottai,4255,454,1043,2758,0.3518,0.6482
2024-04-29,Pudukkottai,4242,447,1048,2747,0.3524,0.6476
2024-05-06,Pudukkottai,4213,440,1048,2725,0.3532,0.6468
2024-05-13,Pudukkottai,4258,443,1063,2752,0.3537,0.6463
2024-05-20,Pudukkottai,4246,442,1061,2743,0.354,0.646
2024-05-27,Pudukkottai,4193,438,1047,2708,0.3542,0.6458
2024-06-03,Pudukkottai,4118,434,1024,2660,0.3541,0.6459
2024-06-10,Pudukkottai,4107,438,1015,2654,0.3538,0.6462
2024-06-17,Pudukkottai,4132,447,1013,2672,0.3533,0.6467
2024-06-24,Pudukkottai,4143,456,1007,2680,0.3531,0.6469
2024-07-01,Pudukkottai,4134,463,996,2675,0.3529,0.6471
2024-07-08,Pudukkottai,4175,476,997,2702,0.3528,0.6472
2024-07-15,Pudukkottai,4193,485,995,2713,0.353,0.647
2024-07-22,Pudukkottai,4230,496,1000,2734,0.3537,0.6463
2024-07-29,Pudukkottai,4245,503,1002,2740,0.3545,0.6455
2024-08-05,Pudukkottai,4268,510,1009,2749,0.3559,0.6441
2024-08-12,Pudukkottai,4257,511,1010,2736,0.3573,0.6427
2024-08-19,Pudukkottai,4265,512,1019,2734,0.359,0.641
2024-08-26,Pudukkottai,4261,509,1026,2726,0.3602,0.6398
2024-09-02,Pudukkottai,4256,505,1034,2717,0.3616,0.6384
2024-09-09,Pudukkottai,4201,493,1030,2678,0.3625,0.6375
2024-09-16,Pudukkottai,4209,487,1040,2682,0.3628,0.6372
2024-09-23,Pudukkottai,4210,480,1047,2683,0.3627,0.6373
2024-09-30,Pudukkottai,4203,471,1049,2683,0.3616,0.6384
2024-10-07,Pudukkottai,4232,466,1058,2708,0.3601,0.6399
2024-10-14,Pudukkottai,4235,459,1057,2719,0.358,0.642
2024-10-21,Pudukkottai,4267,455,1061,2751,0.3553,0.6447
2024-10-28,Pudukkottai,4248,448,1050,2750,0.3526,0.6474
2024-11-04,Pudukkottai,4230,442,1037,2751,0.3496,0.6504
2024-11-11,Pudukkottai,4184,435,1017,2732,0.347,0.653
2024-11-18,Pudukkottai,4148,432,999,2717,0.345,0.655
2024-11-25,Pudukkottai,4136,432,988,2716,0.3433,0.6567
2024-12-02,Pudukkottai,4116,434,977,2705,0.3428,0.6572
2024-12-09,Pudukkottai,4143,442,979,2722,0.343,0.657
2024-12-16,Pudukkottai,4156,450,981,2725,0.3443,0.6557
2024-12-23,Pudukkottai,4124,454,975,2695,0.3465,0.6535
2024-12-30,Pudukkottai,4117,461,977,2679,0.3493,0.6507
2025-01-06,Pudukkottai,4198,478,1003,2717,0.3528,0.6472
2025-01-13,Pudukkottai,4268,494,1028,2746,0.3566,0.6434
2025-01-20,Pudukkottai,4308,505,1047,2756,0.3603,0.6397
2025-01-27,Pudukkottai,4365,518,1070,2777,0.3638,0.6362
