date,district,bio_total,bio_age_5_17,bio_age_17_,age_5_ratio,age_17_ratio,dependency_ratio
2024-08-12,Karur,3704,1423,2281,0.3842,0.6158,0.3717
2024-08-19,Karur,3643,1385,2258,0.3802,0.6198,0.3747
2024-08-26,Karur,3644,1371,2273,0.3762,0.6238,0.3779
2024-09-02,Karur,3665,1365,2300,0.3724,0.6276,0.3811
2024-09-09,Karur,3648,1346,2302,0.369,0.631,0.3843
2024-09-16,Karur,3662,1341,2321,0.3662,0.6338,0.3874
2024-09-23,Karur,3690,1344,2346,0.3642,0.6358,0.3903
2024-09-30,Karur,3681,1336,2345,0.3629,0.6371,0.3929
2024-10-07,Karur,3718,1349,2369,0.3628,0.6372,0.3952
2024-10-14,Karur,3730,1356,2374,0.3635,0.6365,0.3971
2024-10-21,Karur,3682,1345,2337,0.3653,0.6347,0.3985
2024-10-28,Karur,3686,1355,2331,0.3676,0.6324,0.3995
2024-11-04,Karur,3661,1358,2303,0.3709,0.6291,0.4
2024-11-11,Karur,3636,1362,2274,0.3746,0.6254,0.3999
2024-11-18,Karur,3614,1368,2246,0.3785,0.6215,0.3993
2024-11-25,Karur,3591,1373,2218,0.3823,0.6177,0.3983
2024-12-02,Karur,3629,1402,2227,0.3863,0.6137,0.3967
2024-12-09,Karur,3621,1411,2210,0.3897,0.6103,0.3948
2024-12-16,Karur,3648,1432,2216,0.3925,0.6075,0.3924
2024-12-23,Karur,3709,1463,2246,0.3944,0.6056,0.3897
2024-12-30,Karur,3749,1483,2266,0.3956,0.6044,0.3868
2025-01-06,Karur,3794,1502,2292,0.3959,0.6041,0.3837
2025-01-13,Karur,3773,1491,2282,0.3952,0.6048,0.3805
2025-01-20,Karur,3759,1479,2280,0.3935,0.6065,0.3773
2025-01-27,Karur,3783,1479,2304,0.391,0.609,0.3741
2025-02-03,Karur,3768,1461,2307,0.3877,0.6123,0.3712
2025-02-10,Karur,3742,1437,2305,0.384,0.616,0.3684
2025-02-17,Karur,3722,1415,2307,0.3802,0.6198,0.3659
2025-02-24,Karur,3666,1379,2287,0.3762,0.6238,0.3638
2025-03-03,Karur,3677,1369,2308,0.3723,0.6277,0.3622
2025-03-10,Karur,3684,1359,2325,0.3689,0.6311,0.3609
2025-03-17,Karur,3719,1362,2357,0.3662,0.6338,0.3602
2025-03-24,Karur,3719,1354,2365,0.3641,0.6359,0.36
2025-03-31,Karur,3727,1353,2374,0.363,0.637,0.3603
2025-04-07,Karur,3725,1351,2374,0.3627,0.6373,0.3611
2025-04-14,Karur,3732,1357,2375,0.3636,0.6364,0.3624
2025-04-21,Karur,3740,1366,2374,0.3652,0.6348,0.3642
2025-04-28,Karur,3739,1375,2364,0.3677,0.6323,0.3664
2025-05-05,Karur,3720,1380,2340,0.371,0.629,0.3689
2025-05-12,Karur,3657,1370,2287,0.3746,0.6254,0.3717
2025-05-19,Karur,3659,1385,2274,0.3785,0.6215,0.3747
2025-05-26,Karur,3648,1395,2253,0.3824,0.6176,0.3779
2025-06-02,Karur,3642,1407,2235,0.3863,0.6137,0.3811
2025-06-09,Karur,3647,1421,2226,0.3896,0.6104,0.3843
2025-06-16,Karur,3679,1444,2235,0.3925,0.6075,0.3874
2025-06-23,Karur,3701,1460,2241,0.3945,0.6055,0.3903
2024-01-01,Namakkal,3687,1459,2228,0.3957,0.6043,0.3954
2024-01-08,Namakkal,3699,1459,2240,0.3944,0.6056,0.3972
2024-01-15,Namakkal,3724,1461,2263,0.3923,0.6077,0.3986
2024-01-22,Namakkal,3750,1461,2289,0.3896,0.6104,0.3996
2024-01-29,Namakkal,3735,1442,2293,0.3861,0.6139,0.4
2024-02-05,Namakkal,3720,1422,2298,0.3823,0.6177,0.3999
2024-02-12,Namakkal,3712,1404,2308,0.3782,0.6218,0.3993
2024-02-19,Namakkal,3653,1368,2285,0.3745,0.6255,0.3982
2024-02-26,Namakkal,3625,1344,2281,0.3708,0.6292,0.3966
2024-03-04,Namakkal,3623,1332,2291,0.3677,0.6323,0.3946
2024-03-11,Namakkal,3639,1329,2310,0.3652,0.6348,0.3922
2024-03-18,Namakkal,3662,1331,2331,0.3635,0.6365,0.3895
2024-03-25,Namakkal,3671,1332,2339,0.3628,0.6372,0.3865
2024-04-01,Namakkal,3678,1335,2343,0.363,0.637,0.3834
2024-04-08,Namakkal,3721,1355,2366,0.3641,0.6359,0.3802
2024-04-15,Namakkal,3702,1356,2346,0.3663,0.6337,0.377
2024-04-22,Namakkal,3709,1369,2340,0.3691,0.6309,0.3739
2024-04-29,Namakkal,3681,1371,2310,0.3725,0.6275,0.3709
2024-05-06,Namakkal,3668,1380,2288,0.3762,0.6238,0.3682
2024-05-13,Namakkal,3632,1381,2251,0.3802,0.6198,0.3657
2024-05-20,Namakkal,3659,1406,2253,0.3843,0.6157,0.3637
2024-05-27,Namakkal,3620,1404,2216,0.3878,0.6122,0.362
2024-06-03,Namakkal,3639,1423,2216,0.391,0.609,0.3609
2024-06-10,Namakkal,3668,1443,2225,0.3934,0.6066,0.3602
2024-06-17,Namakkal,3692,1459,2233,0.3952,0.6048,0.36
2024-06-24,Namakkal,3731,1477,2254,0.3959,0.6041,0.3604
2024-07-01,Namakkal,3769,1491,2278,0.3956,0.6044,0.3612
2024-07-08,Namakkal,3795,1497,2298,0.3945,0.6055,0.3626
2024-07-15,Namakkal,3790,1487,2303,0.3923,0.6077,0.3644
2024-07-22,Namakkal,3789,1476,2313,0.3895,0.6105,0.3666
2024-07-29,Namakkal,3777,1458,2319,0.386,0.614,0.3691
2024-08-05,Namakkal,3801,1453,2348,0.3823,0.6177,0.372
2024-08-12,Namakkal,3814,1443,2371,0.3783,0.6217,0.375
2024-08-19,Namakkal,3774,1413,2361,0.3744,0.6256,0.3782
2024-08-26,Namakkal,3759,1394,2365,0.3708,0.6292,0.3814
2024-09-02,Namakkal,3742,1376,2366,0.3677,0.6323,0.3846
2024-09-09,Namakkal,3762,1374,2388,0.3652,0.6348,0.3876
2024-09-16,Namakkal,3772,1371,2401,0.3635,0.6365,0.3905
2024-09-23,Namakkal,3794,1376,2418,0.3627,0.6373,0.3931
2024-09-30,Namakkal,3804,1381,2423,0.363,0.637,0.3954
2024-10-07,Namakkal,3794,1382,2412,0.3643,0.6357,0.3972
2024-10-14,Namakkal,3814,1397,2417,0.3663,0.6337,0.3986
2024-10-21,Namakkal,3782,1396,2386,0.3691,0.6309,0.3996
2024-10-28,Namakkal,3761,1401,2360,0.3725,0.6275,0.4
2024-11-04,Namakkal,3753,1412,2341,0.3762,0.6238,0.3999
2024-11-11,Namakkal,3715,1413,2302,0.3803,0.6197,0.3993
2024-11-18,Namakkal,3706,1424,2282,0.3842,0.6158,0.3982
2024-11-25,Namakkal,3706,1437,2269,0.3877,0.6123,0.3966
2024-12-02,Namakkal,3706,1449,2257,0.391,0.609,0.3946
2024-12-09,Namakkal,3731,1468,2263,0.3935,0.6065,0.3922
2024-12-16,Namakkal,3724,1471,2253,0.395,0.605,0.3895
2024-12-23,Namakkal,3749,1484,2265,0.3958,0.6042,0.3865
2024-12-30,Namakkal,3795,1501,2294,0.3955,0.6045,0.3834
2025-01-06,Namakkal,3834,1512,2322,0.3944,0.6056,0.3802
2025-01-13,Namakkal,3855,1513,2342,0.3925,0.6075,0.377
2025-01-20,Namakkal,3855,1502,2353,0.3896,0.6104,0.3739
2025-01-27,Namakkal,3841,1483,2358,0.3861,0.6139,0.3709
2025-02-03,Namakkal,3866,1478,2388,0.3823,0.6177,0.3682
2025-02-10,Namakkal,3809,1441,2368,0.3783,0.6217,0.3657
2025-02-17,Namakkal,3780,1415,2365,0.3743,0.6257,0.3637
2025-02-24,Namakkal,3743,1388,2355,0.3708,0.6292,0.362
2025-03-03,Namakkal,3735,1373,2362,0.3676,0.6324,0.3609
2025-03-10,Namakkal,3768,1376,2392,0.3652,0.6348,0.3602
2025-03-17,Namakkal,3774,1372,2402,0.3635,0.6365,0.36
2025-03-24,Namakkal,3798,1378,2420,0.3628,0.6372,0.3604
2025-03-31,Namakkal,3808,1382,2426,0.3629,0.6371,0.3612
2025-04-07,Namakkal,3781,1377,2404,0.3642,0.6358,0.3626
2025-04-14,Namakkal,3768,1380,2388,0.3662,0.6338,0.3644
2025-04-21,Namakkal,3771,1392,2379,0.3691,0.6309,0.3666
2025-04-28,Namakkal,3750,1397,2353,0.3725,0.6275,0.3691
2025-05-05,Namakkal,3753,1412,2341,0.3762,0.6238,0.372
2025-05-12,Namakkal,3724,1416,2308,0.3802,0.6198,0.375
2025-05-19,Namakkal,3699,1421,2278,0.3842,0.6158,0.3782
2025-05-26,Namakkal,3682,1428,2254,0.3878,0.6122,0.3814
2025-06-02,Namakkal,3693,1444,2249,0.391,0.609,0.3846
2025-06-09,Namakkal,3739,1471,2268,0.3934,0.6066,0.3876
2025-06-16,Namakkal,3746,1480,2266,0.3951,0.6049,0.3905
2025-06-23,Namakkal,3782,1497,2285,0.3958,0.6042,0.3931
2024-01-01,Nagapattinam,3534,1391,2143,0.3936,0.6064,0.3973
2024-01-08,Nagapattinam,3573,1398,2175,0.3913,0.6087,0.3987
2024-01-15,Nagapattinam,3598,1396,2202,0.388,0.612,0.3996
2024-01-22,Nagapattinam,3608,1387,2221,0.3844,0.6156,0.4
2024-01-29,Nagapattinam,3595,1368,2227,0.3805,0.6195,0.3998
2024-02-05,Nagapattinam,3555,1339,2216,0.3767,0.6233,0.3992
2024-02-12,Nagapattinam,3523,1313,2210,0.3727,0.6273,0.398
2024-02-19,Nagapattinam,3547,1310,2237,0.3693,0.6307,0.3964
2024-02-26,Nagapattinam,3550,1301,2249,0.3665,0.6335,0.3944
2024-03-04,Nagapattinam,3536,1288,2248,0.3643,0.6357,0.392
2024-03-11,Nagapattinam,3520,1278,2242,0.3631,0.6369,0.3892
2024-03-18,Nagapattinam,3534,1282,2252,0.3628,0.6372,0.3863
2024-03-25,Nagapattinam,3565,1296,2269,0.3635,0.6365,0.3832
2024-04-01,Nagapattinam,3581,1307,2274,0.365,0.635,0.3799
2024-04-08,Nagapattinam,3576,1314,2262,0.3674,0.6326,0.3767
2024-04-15,Nagapattinam,3564,1321,2243,0.3707,0.6293,0.3736
2024-04-22,Nagapattinam,3550,1328,2222,0.3741,0.6259,0.3707
2024-04-29,Nagapattinam,3550,1342,2208,0.378,0.622,0.3679
2024-05-06,Nagapattinam,3509,1341,2168,0.3822,0.6178,0.3655
2024-05-13,Nagapattinam,3508,1354,2154,0.386,0.614,0.3635
2024-05-20,Nagapattinam,3499,1362,2137,0.3893,0.6107,0.3619
2024-05-27,Nagapattinam,3514,1378,2136,0.3921,0.6079,0.3608
2024-06-03,Nagapattinam,3564,1405,2159,0.3942,0.6058,0.3601
2024-06-10,Nagapattinam,3567,1411,2156,0.3956,0.6044,0.36
2024-06-17,Nagapattinam,3605,1427,2178,0.3958,0.6042,0.3604
2024-06-24,Nagapattinam,3586,1417,2169,0.3951,0.6049,0.3613
2024-07-01,Nagapattinam,3605,1419,2186,0.3936,0.6064,0.3627
2024-07-08,Nagapattinam,3612,1413,2199,0.3912,0.6088,0.3645
2024-07-15,Nagapattinam,3613,1402,2211,0.388,0.612,0.3668
2024-07-22,Nagapattinam,3631,1396,2235,0.3845,0.6155,0.3694
2024-07-29,Nagapattinam,3629,1381,2248,0.3805,0.6195,0.3722
2024-08-05,Nagapattinam,3586,1350,2236,0.3765,0.6235,0.3753
2024-08-12,Nagapattinam,3589,1338,2251,0.3728,0.6272,0.3784
2024-08-19,Nagapattinam,3596,1328,2268,0.3693,0.6307,0.3817
2024-08-26,Nagapattinam,3584,1313,2271,0.3664,0.6336,0.3848
2024-09-02,Nagapattinam,3596,1310,2286,0.3643,0.6357,0.3879
2024-09-09,Nagapattinam,3628,1317,2311,0.363,0.637,0.3907
2024-09-16,Nagapattinam,3641,1321,2320,0.3628,0.6372,0.3933
2024-09-23,Nagapattinam,3655,1328,2327,0.3633,0.6367,0.3955
2024-09-30,Nagapattinam,3627,1324,2303,0.365,0.635,0.3973
2024-10-07,Nagapattinam,3637,1336,2301,0.3673,0.6327,0.3987
2024-10-14,Nagapattinam,3611,1338,2273,0.3705,0.6295,0.3996
2024-10-21,Nagapattinam,3559,1332,2227,0.3743,0.6257,0.4
2024-10-28,Nagapattinam,3524,1332,2192,0.378,0.622,0.3998
2024-11-04,Nagapattinam,3536,1351,2185,0.3821,0.6179,0.3992
2024-11-11,Nagapattinam,3518,1358,2160,0.386,0.614,0.398
2024-11-18,Nagapattinam,3513,1368,2145,0.3894,0.6106,0.3964
2024-11-25,Nagapattinam,3547,1391,2156,0.3922,0.6078,0.3944
2024-12-02,Nagapattinam,3531,1392,2139,0.3942,0.6058,0.392
2024-12-09,Nagapattinam,3577,1415,2162,0.3956,0.6044,0.3892
2024-12-16,Nagapattinam,3588,1420,2168,0.3958,0.6042,0.3863
2024-12-23,Nagapattinam,3641,1439,2202,0.3952,0.6048,0.3832
2024-12-30,Nagapattinam,3658,1440,2218,0.3937,0.6063,0.3799
2025-01-06,Nagapattinam,3663,1433,2230,0.3912,0.6088,0.3767
2025-01-13,Nagapattinam,3680,1428,2252,0.388,0.612,0.3736
2025-01-20,Nagapattinam,3692,1419,2273,0.3843,0.6157,0.3707
2025-01-27,Nagapattinam,3678,1400,2278,0.3806,0.6194,0.3679
2025-02-03,Nagapattinam,3630,1367,2263,0.3766,0.6234,0.3655
2025-02-10,Nagapattinam,3627,1352,2275,0.3728,0.6272,0.3635
2025-02-17,Nagapattinam,3609,1333,2276,0.3694,0.6306,0.3619
2025-02-24,Nagapattinam,3630,1330,2300,0.3664,0.6336,0.3608
2025-03-03,Nagapattinam,3623,1320,2303,0.3643,0.6357,0.3601
2025-03-10,Nagapattinam,3622,1315,2307,0.3631,0.6369,0.36
2025-03-17,Nagapattinam,3644,1322,2322,0.3628,0.6372,0.3604
2025-03-24,Nagapattinam,3623,1317,2306,0.3635,0.6365,0.3613
2025-03-31,Nagapattinam,3659,1336,2323,0.3651,0.6349,0.3627
2025-04-07,Nagapattinam,3669,1348,2321,0.3674,0.6326,0.3645
2025-04-14,Nagapattinam,3664,1358,2306,0.3706,0.6294,0.3668
2025-04-21,Nagapattinam,3595,1345,2250,0.3741,0.6259,0.3694
2025-04-28,Nagapattinam,3570,1350,2220,0.3782,0.6218,0.3722
2025-05-05,Nagapattinam,3525,1347,2178,0.3821,0.6179,0.3753
2025-05-12,Nagapattinam,3529,1362,2167,0.3859,0.6141,0.3784
2025-05-19,Nagapattinam,3552,1383,2169,0.3894,0.6106,0.3817
2025-05-26,Nagapattinam,3552,1393,2159,0.3922,0.6078,0.3848
2025-06-02,Nagapattinam,3574,1409,2165,0.3942,0.6058,0.3879
2025-06-09,Nagapattinam,3620,1432,2188,0.3956,0.6044,0.3907
2025-06-16,Nagapattinam,3658,1448,2210,0.3958,0.6042,0.3933
2025-06-23,Nagapattinam,3710,1466,2244,0.3951,0.6049,0.3955
2024-01-01,Sivaganga,3490,1361,2129,0.39,0.61,0.3988
2024-01-08,Sivaganga,3459,1337,2122,0.3865,0.6135,0.3997
2024-01-15,Sivaganga,3444,1318,2126,0.3827,0.6173,0.4
2024-01-22,Sivaganga,3459,1310,2149,0.3787,0.6213,0.3998
2024-01-29,Sivaganga,3460,1297,2163,0.3749,0.6251,0.3991
2024-02-05,Sivaganga,3459,1284,2175,0.3712,0.6288,0.3979
2024-02-12,Sivaganga,3427,1261,2166,0.368,0.632,0.3963
2024-02-19,Sivaganga,3445,1259,2186,0.3655,0.6345,0.3942
2024-02-26,Sivaganga,3429,1247,2182,0.3637,0.6363,0.3917
2024-03-04,Sivaganga,3440,1248,2192,0.3628,0.6372,0.389
2024-03-11,Sivaganga,3447,1251,2196,0.3629,0.6371,0.386
2024-03-18,Sivaganga,3456,1258,2198,0.364,0.636,0.3829
2024-03-25,Sivaganga,3448,1262,2186,0.366,0.634,0.3797
2024-04-01,Sivaganga,3466,1278,2188,0.3687,0.6313,0.3765
2024-04-08,Sivaganga,3447,1283,2164,0.3722,0.6278,0.3734
2024-04-15,Sivaganga,3442,1294,2148,0.3759,0.6241,0.3704
2024-04-22,Sivaganga,3438,1306,2132,0.3799,0.6201,0.3677
2024-04-29,Sivaganga,3388,1300,2088,0.3837,0.6163,0.3653
2024-05-06,Sivaganga,3363,1303,2060,0.3875,0.6125,0.3634
2024-05-13,Sivaganga,3325,1299,2026,0.3907,0.6093,0.3618
2024-05-20,Sivaganga,3344,1315,2029,0.3932,0.6068,0.3607
2024-05-27,Sivaganga,3378,1334,2044,0.3949,0.6051,0.3601
2024-06-03,Sivaganga,3404,1347,2057,0.3957,0.6043,0.36
2024-06-10,Sivaganga,3460,1369,2091,0.3957,0.6043,0.3605
2024-06-17,Sivaganga,3505,1383,2122,0.3946,0.6054,0.3614
2024-06-24,Sivaganga,3521,1382,2139,0.3925,0.6075,0.3628
2024-07-01,Sivaganga,3549,1384,2165,0.39,0.61,0.3647
2024-07-08,Sivaganga,3578,1383,2195,0.3865,0.6135,0.367
2024-07-15,Sivaganga,3548,1358,2190,0.3828,0.6172,0.3696
2024-07-22,Sivaganga,3527,1336,2191,0.3788,0.6212,0.3725
2024-07-29,Sivaganga,3500,1312,2188,0.3749,0.6251,0.3755
2024-08-05,Sivaganga,3486,1294,2192,0.3712,0.6288,0.3787
2024-08-12,Sivaganga,3484,1282,2202,0.368,0.632,0.3819
2024-08-19,Sivaganga,3446,1259,2187,0.3654,0.6346,0.3851
2024-08-26,Sivaganga,3456,1257,2199,0.3637,0.6363,0.3881
2024-09-02,Sivaganga,3464,1257,2207,0.3629,0.6371,0.391
2024-09-09,Sivaganga,3479,1263,2216,0.363,0.637,0.3935
2024-09-16,Sivaganga,3483,1268,2215,0.3641,0.6359,0.3957
2024-09-23,Sivaganga,3525,1290,2235,0.366,0.634,0.3975
2024-09-30,Sivaganga,3509,1294,2215,0.3688,0.6312,0.3988
2024-10-07,Sivaganga,3498,1302,2196,0.3722,0.6278,0.3997
2024-10-14,Sivaganga,3495,1314,2181,0.376,0.624,0.4
2024-10-21,Sivaganga,3504,1331,2173,0.3799,0.6201,0.3998
2024-10-28,Sivaganga,3478,1335,2143,0.3838,0.6162,0.3991
2024-11-04,Sivaganga,3461,1341,2120,0.3875,0.6125,0.3979
2024-11-11,Sivaganga,3473,1357,2116,0.3907,0.6093,0.3963
2024-11-18,Sivaganga,3464,1362,2102,0.3932,0.6068,0.3942
2024-11-25,Sivaganga,3489,1378,2111,0.395,0.605,0.3917
2024-12-02,Sivaganga,3514,1391,2123,0.3958,0.6042,0.389
2024-12-09,Sivaganga,3523,1394,2129,0.3957,0.6043,0.386
2024-12-16,Sivaganga,3535,1395,2140,0.3946,0.6054,0.3829
2024-12-23,Sivaganga,3563,1399,2164,0.3926,0.6074,0.3797
2024-12-30,Sivaganga,3599,1403,2196,0.3898,0.6102,0.3765
2025-01-06,Sivaganga,3612,1396,2216,0.3865,0.6135,0.3734
2025-01-13,Sivaganga,3622,1386,2236,0.3827,0.6173,0.3704
2025-01-20,Sivaganga,3596,1362,2234,0.3788,0.6212,0.3677
2025-01-27,Sivaganga,3588,1345,2243,0.3749,0.6251,0.3653
2025-02-03,Sivaganga,3572,1326,2246,0.3712,0.6288,0.3634
2025-02-10,Sivaganga,3574,1315,2259,0.3679,0.6321,0.3618
2025-02-17,Sivaganga,3575,1306,2269,0.3653,0.6347,0.3607
2025-02-24,Sivaganga,3553,1292,2261,0.3636,0.6364,0.3601
2025-03-03,Sivaganga,3566,1294,2272,0.3629,0.6371,0.36
2025-03-10,Sivaganga,3581,1300,2281,0.363,0.637,0.3605
2025-03-17,Sivaganga,3596,1309,2287,0.364,0.636,0.3614
2025-03-24,Sivaganga,3617,1324,2293,0.366,0.634,0.3628
2025-03-31,Sivaganga,3609,1331,2278,0.3688,0.6312,0.3647
2025-04-07,Sivaganga,3585,1334,2251,0.3721,0.6279,0.367
2025-04-14,Sivaganga,3557,1337,2220,0.3759,0.6241,0.3696
2025-04-21,Sivaganga,3548,1348,2200,0.3799,0.6201,0.3725
2025-04-28,Sivaganga,3518,1350,2168,0.3837,0.6163,0.3755
2025-05-05,Sivaganga,3448,1336,2112,0.3875,0.6125,0.3787
2025-05-12,Sivaganga,3460,1352,2108,0.3908,0.6092,0.3819
2025-05-19,Sivaganga,3437,1352,2085,0.3934,0.6066,0.3851
2025-05-26,Sivaganga,3467,1369,2098,0.3949,0.6051,0.3881
2025-06-02,Sivaganga,3489,1381,2108,0.3958,0.6042,0.391
2025-06-09,Sivaganga,3526,1395,2131,0.3956,0.6044,0.3935
2025-06-16,Sivaganga,3579,1412,2167,0.3945,0.6055,0.3957
2025-06-23,Sivaganga,3621,1422,2199,0.3927,0.6073,0.3975
2024-01-01,Virudhunagar,3757,1446,2311,0.3849,0.6151,0.3997
2024-01-08,Virudhunagar,3783,1441,2342,0.3809,0.6191,0.4
2024-01-15,Virudhunagar,3791,1429,2362,0.3769,0.6231,0.3998
2024-01-22,Virudhunagar,3781,1411,2370,0.3732,0.6268,0.399
2024-01-29,Virudhunagar,3747,1385,2362,0.3696,0.6304,0.3978
2024-02-05,Virudhunagar,3709,1360,2349,0.3667,0.6333,0.3961
2024-02-12,Virudhunagar,3692,1346,2346,0.3646,0.6354,0.394
2024-02-19,Virudhunagar,3676,1335,2341,0.3632,0.6368,0.3915
2024-02-26,Virudhunagar,3730,1353,2377,0.3627,0.6373,0.3887
2024-03-04,Virudhunagar,3749,1362,2387,0.3633,0.6367,0.3858
2024-03-11,Virudhunagar,3766,1374,2392,0.3648,0.6352,0.3826
2024-03-18,Virudhunagar,3786,1390,2396,0.3671,0.6329,0.3794
2024-03-25,Virudhunagar,3768,1395,2373,0.3702,0.6298,0.3762
2024-04-01,Virudhunagar,3765,1407,2358,0.3737,0.6263,0.3731
2024-04-08,Virudhunagar,3718,1404,2314,0.3776,0.6224,0.3702
2024-04-15,Virudhunagar,3679,1404,2275,0.3816,0.6184,0.3675
2024-04-22,Virudhunagar,3665,1413,2252,0.3855,0.6145,0.3652
2024-04-29,Virudhunagar,3599,1400,2199,0.389,0.611,0.3632
2024-05-06,Virudhunagar,3593,1408,2185,0.3919,0.6081,0.3617
2024-05-13,Virudhunagar,3618,1426,2192,0.3941,0.6059,0.3606
2024-05-20,Virudhunagar,3651,1444,2207,0.3955,0.6045,0.3601
2024-05-27,Virudhunagar,3688,1460,2228,0.3959,0.6041,0.3601
2024-06-03,Virudhunagar,3696,1461,2235,0.3953,0.6047,0.3605
2024-06-10,Virudhunagar,3737,1472,2265,0.3939,0.6061,0.3615
2024-06-17,Virudhunagar,3778,1479,2299,0.3915,0.6085,0.363
2024-06-24,Virudhunagar,3779,1468,2311,0.3885,0.6115,0.3649
2024-07-01,Virudhunagar,3785,1457,2328,0.3849,0.6151,0.3672
2024-07-08,Virudhunagar,3785,1442,2343,0.381,0.619,0.3698
2024-07-15,Virudhunagar,3785,1427,2358,0.377,0.623,0.3727
2024-07-22,Virudhunagar,3768,1406,2362,0.3731,0.6269,0.3758
2024-07-29,Virudhunagar,3729,1378,2351,0.3695,0.6305,0.379
2024-08-05,Virudhunagar,3744,1373,2371,0.3667,0.6333,0.3822
2024-08-12,Virudhunagar,3728,1359,2369,0.3645,0.6355,0.3854
2024-08-19,Virudhunagar,3715,1349,2366,0.3631,0.6369,0.3884
2024-08-26,Virudhunagar,3706,1344,2362,0.3627,0.6373,0.3912
2024-09-02,Virudhunagar,3727,1354,2373,0.3633,0.6367,0.3937
2024-09-09,Virudhunagar,3742,1365,2377,0.3648,0.6352,0.3959
2024-09-16,Virudhunagar,3785,1390,2395,0.3672,0.6328,0.3976
2024-09-23,Virudhunagar,3787,1402,2385,0.3702,0.6298,0.3989
2024-09-30,Virudhunagar,3760,1405,2355,0.3737,0.6263,0.3997
2024-10-07,Virudhunagar,3725,1407,2318,0.3777,0.6223,0.4
2024-10-14,Virudhunagar,3691,1409,2282,0.3817,0.6183,0.3998
2024-10-21,Virudhunagar,3679,1418,2261,0.3854,0.6146,0.399
2024-10-28,Virudhunagar,3653,1421,2232,0.389,0.611,0.3978
2024-11-04,Virudhunagar,3646,1429,2217,0.3919,0.6081,0.3961
2024-11-11,Virudhunagar,3674,1448,2226,0.3941,0.6059,0.394
2024-11-18,Virudhunagar,3707,1466,2241,0.3955,0.6045,0.3915
2024-11-25,Virudhunagar,3733,1478,2255,0.3959,0.6041,0.3887
2024-12-02,Virudhunagar,3752,1483,2269,0.3953,0.6047,0.3858
2024-12-09,Virudhunagar,3788,1492,2296,0.3939,0.6061,0.3826
2024-12-16,Virudhunagar,3827,1498,2329,0.3914,0.6086,0.3794
2024-12-23,Virudhunagar,3860,1499,2361,0.3883,0.6117,0.3762
2024-12-30,Virudhunagar,3871,1490,2381,0.3849,0.6151,0.3731
2025-01-06,Virudhunagar,3877,1477,2400,0.381,0.619,0.3702
2025-01-13,Virudhunagar,3864,1457,2407,0.3771,0.6229,0.3675
2025-01-20,Virudhunagar,3899,1455,2444,0.3732,0.6268,0.3652
2025-01-27,Virudhunagar,3869,1430,2439,0.3696,0.6304,0.3632
2025-02-03,Virudhunagar,3845,1410,2435,0.3667,0.6333,0.3617
2025-02-10,Virudhunagar,3821,1393,2428,0.3646,0.6354,0.3606
2025-02-17,Virudhunagar,3833,1392,2441,0.3632,0.6368,0.3601
2025-02-24,Virudhunagar,3824,1387,2437,0.3627,0.6373,0.3601
2025-03-03,Virudhunagar,3828,1391,2437,0.3634,0.6366,0.3605
2025-03-10,Virudhunagar,3829,1397,2432,0.3648,0.6352,0.3615
2025-03-17,Virudhunagar,3870,1421,2449,0.3672,0.6328,0.363
2025-03-24,Virudhunagar,3917,1450,2467,0.3702,0.6298,0.3649
2025-03-31,Virudhunagar,3866,1445,2421,0.3738,0.6262,0.3672
2025-04-07,Virudhunagar,3848,1453,2395,0.3776,0.6224,0.3698
2025-04-14,Virudhunagar,3828,1461,2367,0.3817,0.6183,0.3727
2025-04-21,Virudhunagar,3821,1473,2348,0.3855,0.6145,0.3758
2025-04-28,Virudhunagar,3805,1480,2325,0.389,0.611,0.379
2025-05-05,Virudhunagar,3802,1490,2312,0.3919,0.6081,0.3822
2025-05-12,Virudhunagar,3788,1493,2295,0.3941,0.6059,0.3854
2025-05-19,Virudhunagar,3798,1502,2296,0.3955,0.6045,0.3884
2025-05-26,Virudhunagar,3818,1511,2307,0.3958,0.6042,0.3912
2025-06-02,Virudhunagar,3848,1521,2327,0.3953,0.6047,0.3937
2025-06-09,Virudhunagar,3858,1519,2339,0.3937,0.6063,0.3959
2025-06-16,Virudhunagar,3868,1514,2354,0.3914,0.6086,0.3976
2025-06-23,Virudhunagar,3901,1515,2386,0.3884,0.6116,0.3989
2024-01-01,Ramanathapuram,3403,1290,2113,0.3791,0.6209,0.4
2024-01-08,Ramanathapuram,3412,1280,2132,0.3751,0.6249,0.3997
2024-01-15,Ramanathapuram,3383,1257,2126,0.3716,0.6284,0.3989
2024-01-22,Ramanathapuram,3391,1249,2142,0.3683,0.6317,0.3977
2024-01-29,Ramanathapuram,3369,1232,2137,0.3657,0.6343,0.3959
2024-02-05,Ramanathapuram,3376,1228,2148,0.3637,0.6363,0.3938
2024-02-12,Ramanathapuram,3384,1228,2156,0.3629,0.6371,0.3913
2024-02-19,Ramanathapuram,3400,1234,2166,0.3629,0.6371,0.3885
2024-02-26,Ramanathapuram,3413,1242,2171,0.3639,0.6361,0.3855
2024-03-04,Ramanathapuram,3426,1253,2173,0.3657,0.6343,0.3823
2024-03-11,Ramanathapuram,3428,1263,2165,0.3684,0.6316,0.3791
2024-03-18,Ramanathapuram,3449,1282,2167,0.3717,0.6283,0.3759
2024-03-25,Ramanathapuram,3430,1288,2142,0.3755,0.6245,0.3728
